,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14
640,1.0,0.23209169054441262,0.32242990654205606,1.0,0.34965034965034963,0.12686567164179105,0.6106870229007634,0.0,1.0,0.0,1.0,1.0,0.3058823529411765,0.100418410041841
340,1.0,0.49570200573065903,0.3364485981308411,1.0,0.1888111888111888,1.0,0.030534351145038167,0.0,1.0,0.0,0.0,1.0,0.21764705882352942,0.0
127,1.0,0.38968481375358166,0.056074766355140186,1.0,1.0,1.0,0.05343511450381679,0.0,1.0,0.0,1.0,1.0,0.4470588235294118,0.25523012552301255
193,1.0,0.5530085959885387,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3764705882352941,0.0
194,1.0,0.22922636103151864,0.08878504672897196,1.0,1.0,0.3283582089552239,0.015267175572519083,1.0,1.0,0.0,1.0,1.0,0.36470588235294116,0.0
619,1.0,0.36962750716332377,0.48598130841121495,1.0,0.24475524475524477,1.0,0.6335877862595419,1.0,0.0,0.09090909090909091,1.0,1.0,0.7941176470588235,0.029288702928870293
494,1.0,0.4068767908309456,0.11682242990654206,0.3078393881453155,1.0,1.0,0.007633587786259542,0.0,1.0,0.0,1.0,1.0,0.5,0.0
407,0.0,0.5186246418338109,0.3364485981308411,0.3078393881453155,0.35664335664335667,1.0,0.3511450381679389,0.0,1.0,0.0,1.0,1.0,0.36470588235294116,0.0
622,0.0,0.22349570200573066,0.5280373831775701,1.0,0.5244755244755245,1.0,0.5267175572519084,1.0,0.0,0.45454545454545453,1.0,1.0,0.21764705882352942,0.3514644351464435
473,1.0,0.4899713467048711,0.8925233644859814,0.3078393881453155,0.34965034965034963,0.12686567164179105,0.0,0.0,0.0,0.09090909090909091,1.0,1.0,0.3058823529411765,0.0041841004184100415
491,1.0,0.42406876790830944,0.5514018691588785,1.0,0.26573426573426573,1.0,0.5114503816793893,1.0,0.0,0.36363636363636365,1.0,1.0,0.6352941176470588,0.6569037656903766
534,1.0,0.47564469914040114,0.3037383177570093,1.0,0.35664335664335667,1.0,0.7862595419847328,1.0,1.0,0.0,0.0,1.0,0.9176470588235294,0.0
372,1.0,0.8510028653295129,0.08878504672897196,1.0,0.34965034965034963,0.12686567164179105,0.0,0.0,1.0,0.0,1.0,1.0,0.27647058823529413,0.0
100,0.0,0.6561604584527221,0.40186915887850466,1.0,1.0,1.0,0.48854961832061067,0.0,1.0,0.0,1.0,1.0,0.8705882352941177,0.0
268,1.0,0.5673352435530086,0.3037383177570093,1.0,0.3916083916083916,1.0,0.19083969465648856,0.0,1.0,0.0,0.0,1.0,0.4235294117647059,0.0
527,0.0,0.7736389684813754,0.14953271028037382,1.0,0.5244755244755245,1.0,0.022900763358778626,0.0,1.0,0.0,0.0,1.0,0.5411764705882353,0.0
169,1.0,0.07449856733524356,0.7383177570093458,0.3078393881453155,0.35664335664335667,1.0,0.022900763358778626,1.0,1.0,0.0,1.0,1.0,0.21764705882352942,0.4351464435146444
377,1.0,0.46418338108882523,0.09345794392523364,1.0,0.3356643356643357,1.0,0.04580152671755725,0.0,1.0,0.0,1.0,1.0,0.7235294117647059,0.7531380753138075
254,0.0,0.6934097421203438,0.7009345794392523,1.0,0.5244755244755245,0.3283582089552239,0.32061068702290074,1.0,1.0,0.0,1.0,1.0,0.041176470588235294,0.5941422594142259
627,1.0,0.21203438395415472,0.35514018691588783,0.3078393881453155,1.0,1.0,0.030534351145038167,0.0,1.0,0.0,1.0,1.0,0.3058823529411765,0.6317991631799164
537,1.0,0.1833810888252149,0.1261682242990654,1.0,1.0,0.3283582089552239,0.3816793893129771,0.0,1.0,0.0,0.0,1.0,0.22941176470588234,0.0
570,1.0,0.3524355300859599,0.11682242990654206,1.0,0.5244755244755245,0.3283582089552239,0.030534351145038167,0.0,1.0,0.0,0.0,1.0,0.4470588235294118,0.36401673640167365
262,0.0,0.17191977077363896,0.8037383177570093,1.0,1.0,1.0,0.04580152671755725,0.0,1.0,0.0,0.0,1.0,0.36470588235294116,0.0
189,0.0,0.2148997134670487,0.24766355140186916,1.0,0.04895104895104895,0.004975124378109453,0.0,0.0,0.0,0.045454545454545456,1.0,1.0,0.4,0.1506276150627615
264,1.0,0.5959885386819485,0.26635514018691586,0.3078393881453155,0.42657342657342656,1.0,0.015267175572519083,1.0,0.0,0.045454545454545456,1.0,1.0,0.08235294117647059,0.6527196652719666
615,1.0,0.15759312320916904,0.5887850467289719,1.0,0.35664335664335667,1.0,0.2595419847328244,1.0,0.0,0.045454545454545456,1.0,1.0,0.13529411764705881,0.9456066945606695
446,1.0,0.8567335243553008,0.004672897196261682,1.0,0.24475524475524477,0.3283582089552239,0.007633587786259542,1.0,1.0,0.0,1.0,1.0,0.0,0.8326359832635983
506,0.0,0.17765042979942694,0.7990654205607477,1.0,0.3356643356643357,0.3283582089552239,0.015267175572519083,0.0,1.0,0.0,1.0,1.0,0.6235294117647059,0.02092050209205021
379,1.0,0.10315186246418338,0.5514018691588785,1.0,0.42657342657342656,0.3283582089552239,0.26717557251908397,1.0,0.0,0.3181818181818182,1.0,1.0,0.13529411764705881,0.8284518828451883
409,1.0,0.27793696275071633,0.14953271028037382,1.0,0.35664335664335667,1.0,0.09923664122137404,0.0,1.0,0.0,1.0,1.0,0.4,0.0
114,1.0,0.5243553008595988,0.04205607476635514,1.0,0.3916083916083916,0.1318407960199005,0.5725190839694656,0.0,1.0,0.0,0.0,0.07941653160453808,0.7941176470588235,0.0
136,1.0,0.10888252148997135,0.08878504672897196,1.0,0.34965034965034963,0.12686567164179105,0.0,0.0,0.0,0.13636363636363635,1.0,1.0,0.6647058823529411,0.5690376569037657
30,1.0,0.335243553008596,0.11682242990654206,1.0,1.0,0.3283582089552239,0.5877862595419847,1.0,0.0,0.13636363636363635,0.0,1.0,0.6176470588235294,0.2719665271966527
457,0.0,0.2148997134670487,0.8037383177570093,1.0,0.24475524475524477,0.3283582089552239,0.09923664122137404,1.0,0.0,0.09090909090909091,0.0,1.0,0.5941176470588235,0.49372384937238495
69,1.0,0.34097421203438394,0.21962616822429906,1.0,0.26573426573426573,0.3283582089552239,0.3282442748091603,1.0,0.0,0.5454545454545454,0.0,1.0,0.9352941176470588,0.5439330543933054
427,1.0,0.6217765042979942,0.2383177570093458,0.3078393881453155,1.0,0.1318407960199005,0.04580152671755725,1.0,1.0,0.0,0.0,1.0,0.3176470588235294,0.45188284518828453
97,1.0,0.47564469914040114,0.004672897196261682,0.3078393881453155,0.24475524475524477,1.0,0.007633587786259542,0.0,1.0,0.0,1.0,1.0,0.0,0.0
442,1.0,0.2979942693409742,0.8551401869158879,1.0,0.26573426573426573,1.0,0.09923664122137404,0.0,1.0,0.0,1.0,1.0,0.0,0.008368200836820083
487,1.0,0.9025787965616046,0.7850467289719626,1.0,0.34965034965034963,0.12686567164179105,0.6412213740458015,1.0,0.0,0.22727272727272727,1.0,1.0,0.0,0.9414225941422594
1,0.0,0.2034383954154728,0.5700934579439252,1.0,1.0,1.0,0.030534351145038167,0.0,1.0,0.0,1.0,1.0,0.3058823529411765,0.0
274,1.0,0.19197707736389685,0.7616822429906542,1.0,0.42657342657342656,1.0,0.3511450381679389,1.0,0.0,0.045454545454545456,1.0,1.0,0.13529411764705881,0.3723849372384937
478,0.0,0.9541547277936963,0.9299065420560748,1.0,0.5244755244755245,1.0,0.8854961832061069,1.0,1.0,0.0,0.0,1.0,0.01764705882352941,0.9539748953974896
519,0.0,0.3438395415472779,0.22897196261682243,1.0,0.34965034965034963,0.12686567164179105,0.0,0.0,1.0,0.0,1.0,1.0,0.6470588235294118,0.0041841004184100415
258,1.0,0.2148997134670487,0.11682242990654206,1.0,0.24475524475524477,1.0,0.09923664122137404,0.0,1.0,0.0,0.0,0.07941653160453808,0.6235294117647059,0.0
172,1.0,0.2034383954154728,0.11682242990654206,1.0,0.3916083916083916,1.0,0.2900763358778626,0.0,0.0,0.045454545454545456,0.0,1.0,0.7647058823529411,0.03765690376569038
551,1.0,0.28653295128939826,0.056074766355140186,1.0,0.24475524475524477,1.0,0.04580152671755725,1.0,0.0,0.13636363636363635,1.0,1.0,0.5352941176470588,0.9748953974895398
116,0.0,0.14040114613180515,0.7336448598130841,1.0,0.26573426573426573,0.3283582089552239,0.061068702290076333,1.0,0.0,0.045454545454545456,0.0,1.0,0.13529411764705881,0.14644351464435146
66,0.0,0.10601719197707736,0.02336448598130841,1.0,0.5244755244755245,1.0,0.007633587786259542,0.0,1.0,0.0,0.0,1.0,0.7235294117647059,0.0
29,1.0,0.2177650429799427,0.3037383177570093,1.0,1.0,1.0,0.20610687022900764,1.0,0.0,0.5,0.0,1.0,0.1,0.7740585774058577
356,1.0,0.46418338108882523,0.07476635514018691,1.0,1.0,0.1318407960199005,0.16793893129770993,1.0,1.0,0.0,0.0,0.07941653160453808,0.6235294117647059,0.0
325,1.0,0.6303724928366762,0.7149532710280374,1.0,0.24475524475524477,1.0,0.4351145038167939,1.0,0.0,0.2727272727272727,1.0,1.0,0.9117647058823529,0.3138075313807531
433,1.0,0.35816618911174786,0.21495327102803738,1.0,0.42657342657342656,1.0,0.5572519083969466,1.0,0.0,0.22727272727272727,0.0,1.0,0.18235294117647058,0.012552301255230125
375,0.0,0.9369627507163324,0.9626168224299065,1.0,0.3916083916083916,0.1318407960199005,0.8702290076335878,1.0,0.0,0.5909090909090909,1.0,1.0,0.0,0.9246861924686193
255,1.0,0.1318051575931232,0.24766355140186916,1.0,1.0,1.0,0.3893129770992366,1.0,0.0,0.045454545454545456,1.0,1.0,0.18235294117647058,0.2719665271966527
601,1.0,0.6074498567335244,0.3598130841121495,1.0,0.5244755244755245,0.3283582089552239,0.8549618320610687,1.0,1.0,0.0,0.0,1.0,0.18823529411764706,0.5271966527196653
68,1.0,0.45558739255014324,0.32710280373831774,1.0,0.34965034965034963,0.12686567164179105,0.0,0.0,0.0,0.22727272727272727,1.0,1.0,0.35294117647058826,0.26359832635983266
456,1.0,0.7621776504297995,0.07476635514018691,1.0,0.3916083916083916,0.3283582089552239,0.6412213740458015,1.0,1.0,0.0,0.0,1.0,0.6235294117647059,0.0
614,1.0,0.7191977077363897,0.06542056074766354,1.0,1.0,0.3283582089552239,0.03816793893129771,1.0,0.0,0.2727272727272727,1.0,1.0,0.4470588235294118,0.6108786610878661
460,1.0,0.3008595988538682,0.13551401869158877,1.0,0.3356643356643357,1.0,0.06870229007633588,0.0,0.0,0.09090909090909091,0.0,1.0,0.34705882352941175,0.012552301255230125
531,0.0,0.2034383954154728,0.0514018691588785,1.0,0.5244755244755245,1.0,0.1450381679389313,0.0,1.0,0.0,1.0,0.07941653160453808,0.3058823529411765,0.0
305,1.0,0.664756446991404,0.5280373831775701,1.0,0.26573426573426573,0.3283582089552239,0.8702290076335878,1.0,0.0,0.6363636363636364,0.0,1.0,0.7588235294117647,0.0
488,1.0,0.8538681948424068,0.7009345794392523,1.0,0.3916083916083916,0.1318407960199005,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.6778242677824268
259,1.0,0.5673352435530086,0.37383177570093457,1.0,1.0,0.3283582089552239,0.8244274809160306,0.0,1.0,0.0,0.0,1.0,0.0,0.0
472,1.0,0.22349570200573066,0.2102803738317757,1.0,0.5244755244755245,1.0,0.4122137404580153,1.0,0.0,0.13636363636363635,0.0,1.0,0.0,0.5062761506276151
428,0.0,0.2636103151862464,0.4392523364485981,1.0,0.42657342657342656,1.0,0.19083969465648856,0.0,1.0,0.0,0.0,1.0,0.6823529411764706,0.02510460251046025
365,0.0,0.8481375358166189,0.1308411214953271,1.0,0.35664335664335667,1.0,0.09923664122137404,0.0,1.0,0.0,0.0,1.0,0.5,0.2301255230125523
535,0.0,0.13753581661891118,0.24766355140186916,1.0,0.5244755244755245,1.0,0.366412213740458,1.0,0.0,0.22727272727272727,1.0,1.0,0.4470588235294118,0.8075313807531381
587,0.0,0.6332378223495702,0.5327102803738317,1.0,0.3356643356643357,1.0,0.19083969465648856,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3,0.0,0.16905444126074498,0.7850467289719626,0.3078393881453155,0.04895104895104895,0.004975124378109453,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0
355,1.0,0.45272206303724927,0.34579439252336447,1.0,1.0,1.0,0.4351145038167939,0.0,0.0,0.09090909090909091,0.0,1.0,0.3058823529411765,0.13389121338912133
31,0.0,0.1318051575931232,0.7429906542056075,0.3078393881453155,0.24475524475524477,0.3283582089552239,0.0,0.0,1.0,0.0,0.0,1.0,0.29411764705882354,0.11297071129707113
393,0.0,0.09742120343839542,0.6355140186915887,1.0,0.26573426573426573,0.3283582089552239,0.1450381679389313,1.0,0.0,0.3181818181818182,1.0,1.0,0.17058823529411765,0.0
92,1.0,0.3839541547277937,0.897196261682243,1.0,0.1888111888111888,1.0,0.022900763358778626,0.0,1.0,0.0,1.0,1.0,0.0,0.38493723849372385
387,1.0,0.6418338108882522,0.3691588785046729,1.0,0.42657342657342656,1.0,0.5725190839694656,1.0,0.0,0.6363636363636364,1.0,1.0,0.7352941176470589,0.698744769874477
20,0.0,0.3667621776504298,0.08878504672897196,1.0,0.35664335664335667,1.0,0.007633587786259542,0.0,1.0,0.0,1.0,1.0,0.5352941176470588,0.6276150627615062
594,1.0,0.7908309455587392,0.5233644859813084,1.0,0.42657342657342656,1.0,0.7022900763358778,0.0,1.0,0.0,1.0,1.0,0.8588235294117647,0.2719665271966527
659,1.0,0.24068767908309455,0.09813084112149532,1.0,1.0,1.0,0.030534351145038167,0.0,1.0,0.0,1.0,1.0,0.18235294117647058,0.0
423,0.0,0.24355300859598855,0.07476635514018691,1.0,0.5244755244755245,0.3283582089552239,0.22900763358778625,1.0,0.0,0.045454545454545456,1.0,1.0,0.0,0.5313807531380753
469,0.0,0.2349570200573066,0.7850467289719626,0.3078393881453155,0.3356643356643357,0.3283582089552239,0.48854961832061067,0.0,1.0,0.0,0.0,1.0,0.011764705882352941,0.06694560669456066
419,0.0,0.49283667621776506,0.0794392523364486,1.0,0.26573426573426573,1.0,0.007633587786259542,1.0,1.0,0.0,1.0,1.0,0.8235294117647058,0.9581589958158996
591,1.0,0.4584527220630373,0.9532710280373832,1.0,1.0,1.0,0.7633587786259542,1.0,0.0,0.7272727272727273,1.0,1.0,0.0,0.8870292887029289
571,1.0,0.10315186246418338,0.5841121495327103,1.0,0.24475524475524477,1.0,0.007633587786259542,0.0,0.0,0.045454545454545456,1.0,1.0,0.18235294117647058,0.0041841004184100415
585,1.0,0.5415472779369628,0.6495327102803738,1.0,1.0,1.0,0.6106870229007634,1.0,0.0,0.5454545454545454,0.0,1.0,0.0,0.3305439330543933
347,0.0,0.6876790830945558,0.5934579439252337,0.3078393881453155,0.5244755244755245,0.3283582089552239,0.816793893129771,1.0,0.0,0.6363636363636364,1.0,1.0,0.0,0.799163179916318
405,0.0,0.3868194842406877,0.3925233644859813,1.0,1.0,1.0,0.20610687022900764,1.0,0.0,0.045454545454545456,0.0,1.0,0.7058823529411765,0.0
567,1.0,0.5444126074498568,0.2383177570093458,1.0,0.42657342657342656,0.1318407960199005,0.04580152671755725,1.0,1.0,0.0,0.0,1.0,0.31176470588235294,0.0
164,1.0,0.7363896848137536,0.3364485981308411,1.0,0.3916083916083916,0.1318407960199005,0.19083969465648856,1.0,1.0,0.0,1.0,1.0,0.0,0.3179916317991632
546,1.0,0.833810888252149,0.2850467289719626,1.0,0.34965034965034963,0.12686567164179105,0.05343511450381679,0.0,1.0,0.0,1.0,1.0,0.4,0.012552301255230125
689,1.0,0.6991404011461319,0.004672897196261682,1.0,0.15384615384615385,1.0,0.007633587786259542,0.0,0.0,0.045454545454545456,1.0,0.07941653160453808,0.9294117647058824,0.0
635,1.0,0.16905444126074498,0.17289719626168223,0.3078393881453155,0.3356643356643357,1.0,0.4351145038167939,1.0,0.0,0.045454545454545456,1.0,1.0,0.36470588235294116,0.08368200836820083
261,1.0,0.2034383954154728,0.7429906542056075,1.0,0.5244755244755245,0.3283582089552239,0.24427480916030533,1.0,1.0,0.0,1.0,1.0,0.18235294117647058,0.0
380,1.0,0.6561604584527221,0.5327102803738317,1.0,0.24475524475524477,1.0,0.2366412213740458,1.0,0.0,0.22727272727272727,0.0,1.0,0.19411764705882353,0.6443514644351465
408,1.0,0.8853868194842407,0.6822429906542056,1.0,0.15384615384615385,1.0,0.8473282442748091,1.0,0.0,0.22727272727272727,1.0,1.0,0.0,0.0
653,1.0,0.8882521489971347,0.5654205607476636,1.0,1.0,0.3283582089552239,0.4580152671755725,1.0,0.0,0.5,0.0,1.0,0.0,0.3807531380753138
382,1.0,0.7650429799426934,0.5700934579439252,0.3078393881453155,1.0,1.0,0.29770992366412213,0.0,1.0,0.0,1.0,1.0,0.3058823529411765,0.008368200836820083
284,1.0,0.4670487106017192,0.11682242990654206,0.3078393881453155,0.35664335664335667,1.0,0.549618320610687,0.0,1.0,0.0,0.0,1.0,0.6235294117647059,0.0
597,1.0,0.5644699140401146,0.3037383177570093,1.0,0.42657342657342656,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.49411764705882355,0.3179916317991632
595,1.0,0.18051575931232092,0.6074766355140186,0.3078393881453155,0.3916083916083916,0.1318407960199005,0.030534351145038167,0.0,1.0,0.0,0.0,1.0,0.3764705882352941,0.0
529,0.0,0.05730659025787966,0.0794392523364486,1.0,1.0,1.0,0.32061068702290074,0.0,0.0,0.045454545454545456,0.0,1.0,0.13529411764705881,0.02092050209205021
321,1.0,0.1833810888252149,0.7616822429906542,1.0,0.26573426573426573,1.0,0.1297709923664122,1.0,1.0,0.0,1.0,1.0,0.18235294117647058,0.0
208,1.0,0.3982808022922636,0.1822429906542056,1.0,1.0,0.3283582089552239,0.04580152671755725,0.0,0.0,0.09090909090909091,0.0,1.0,0.7647058823529411,0.21338912133891214
102,1.0,0.3524355300859599,0.883177570093458,1.0,0.42657342657342656,1.0,0.7175572519083969,1.0,1.0,0.0,0.0,1.0,0.8764705882352941,0.4769874476987448
113,0.0,0.5816618911174785,0.14018691588785046,1.0,0.35664335664335667,1.0,0.1450381679389313,1.0,0.0,0.18181818181818182,1.0,1.0,0.0,0.7280334728033473
343,1.0,0.6790830945558739,0.5467289719626168,1.0,0.5244755244755245,1.0,0.007633587786259542,1.0,0.0,0.045454545454545456,1.0,1.0,0.4,0.3891213389121339
303,1.0,0.08022922636103152,0.5186915887850467,1.0,0.1888111888111888,1.0,0.10687022900763359,0.0,1.0,0.0,1.0,1.0,0.21764705882352942,0.0
522,0.0,0.37822349570200575,0.14953271028037382,1.0,0.5244755244755245,1.0,0.19083969465648856,1.0,0.0,0.09090909090909091,0.0,1.0,0.3235294117647059,0.4769874476987448
110,1.0,0.6332378223495702,0.7149532710280374,0.3078393881453155,0.3356643356643357,1.0,0.022900763358778626,0.0,1.0,0.0,1.0,1.0,0.3058823529411765,0.0
533,1.0,0.4068767908309456,0.20093457943925233,1.0,0.42657342657342656,0.3283582089552239,0.1450381679389313,1.0,0.0,0.045454545454545456,1.0,1.0,0.5,0.20502092050209206
36,1.0,0.2693409742120344,0.8364485981308412,1.0,0.35664335664335667,1.0,0.48854961832061067,1.0,1.0,0.0,0.0,0.07941653160453808,0.011764705882352941,0.0
599,1.0,0.6160458452722063,0.5514018691588785,1.0,0.24475524475524477,0.3283582089552239,0.5877862595419847,1.0,0.0,0.5454545454545454,0.0,1.0,0.1588235294117647,0.0
150,1.0,0.22063037249283668,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3764705882352941,0.0
672,0.0,0.05730659025787966,0.719626168224299,1.0,0.34965034965034963,0.12686567164179105,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.14644351464435146
309,1.0,0.2922636103151863,0.3598130841121495,1.0,1.0,0.3283582089552239,0.3969465648854962,0.0,0.0,0.045454545454545456,0.0,1.0,0.788235294117647,0.08786610878661087
59,1.0,0.9169054441260746,0.822429906542056,1.0,0.24475524475524477,1.0,0.22900763358778625,1.0,0.0,0.18181818181818182,0.0,1.0,0.4,0.0
181,0.0,0.5300859598853869,0.11682242990654206,1.0,0.3356643356643357,0.1318407960199005,0.19083969465648856,1.0,0.0,0.13636363636363635,0.0,1.0,0.43529411764705883,0.0
351,1.0,0.3467048710601719,0.8364485981308412,1.0,0.35664335664335667,0.1318407960199005,0.04580152671755725,0.0,1.0,0.0,0.0,1.0,0.9647058823529412,0.0
275,1.0,0.5358166189111748,0.48130841121495327,0.3078393881453155,0.3916083916083916,0.1318407960199005,0.20610687022900764,0.0,1.0,0.0,0.0,1.0,0.8705882352941177,0.0
513,0.0,0.7765042979942693,0.7429906542056075,1.0,0.5244755244755245,1.0,0.6412213740458015,1.0,0.0,0.3181818181818182,0.0,1.0,0.0,0.0
204,0.0,0.2607449856733524,0.3364485981308411,1.0,0.5244755244755245,0.3283582089552239,0.3282442748091603,1.0,0.0,0.8181818181818182,1.0,1.0,0.0,0.4769874476987448
281,1.0,0.07163323782234957,0.17757009345794392,0.3078393881453155,0.15384615384615385,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.18235294117647058,0.0
177,0.0,0.8825214899713467,0.02336448598130841,1.0,0.34965034965034963,0.12686567164179105,0.0,0.0,1.0,0.0,0.0,0.07941653160453808,0.10588235294117647,0.10460251046025104
687,0.0,0.08882521489971347,0.6728971962616822,1.0,0.35664335664335667,1.0,0.015267175572519083,1.0,1.0,0.0,1.0,1.0,0.18235294117647058,0.0
641,0.0,0.6991404011461319,0.2570093457943925,0.3078393881453155,0.5244755244755245,0.3283582089552239,0.022900763358778626,1.0,0.0,0.9090909090909091,0.0,1.0,0.8470588235294118,0.6736401673640168
480,0.0,0.2693409742120344,0.8271028037383178,1.0,0.26573426573426573,0.3283582089552239,0.549618320610687,1.0,0.0,0.2727272727272727,1.0,1.0,0.7647058823529411,0.46443514644351463
624,1.0,0.37249283667621774,0.4719626168224299,1.0,0.42657342657342656,1.0,0.8854961832061069,1.0,1.0,0.0,0.0,1.0,0.11176470588235295,0.0
539,1.0,0.4785100286532951,0.43457943925233644,1.0,0.26573426573426573,0.3283582089552239,0.732824427480916,1.0,0.0,0.13636363636363635,1.0,1.0,0.611764705882353,0.3891213389121339
220,0.0,0.4355300859598854,0.5514018691588785,1.0,1.0,0.1318407960199005,0.5725190839694656,1.0,0.0,0.3181818181818182,0.0,1.0,0.0,0.8368200836820083
103,1.0,0.3553008595988539,0.08878504672897196,0.3078393881453155,0.26573426573426573,1.0,0.04580152671755725,1.0,0.0,0.09090909090909091,1.0,1.0,0.5352941176470588,0.4769874476987448
244,1.0,0.3954154727793696,0.8598130841121495,1.0,0.1888111888111888,0.3283582089552239,0.09923664122137404,0.0,1.0,0.0,1.0,1.0,0.47058823529411764,0.0
131,0.0,0.14326647564469913,0.07476635514018691,0.3078393881453155,0.15384615384615385,0.0,0.19083969465648856,0.0,1.0,0.0,1.0,1.0,0.5352941176470588,0.0
358,1.0,0.34097421203438394,0.22897196261682243,1.0,0.26573426573426573,0.3283582089552239,0.6564885496183206,1.0,0.0,0.4090909090909091,1.0,1.0,0.7588235294117647,0.5899581589958159
11,1.0,0.7077363896848138,0.4719626168224299,1.0,0.5244755244755245,0.3283582089552239,0.6412213740458015,1.0,0.0,0.2727272727272727,0.0,1.0,0.8647058823529412,0.0
60,1.0,0.7478510028653295,0.4719626168224299,1.0,0.3916083916083916,0.1318407960199005,0.3893129770992366,0.0,1.0,0.0,0.0,1.0,0.2647058823529412,0.0
584,1.0,0.1518624641833811,0.13551401869158877,0.3078393881453155,1.0,0.3283582089552239,0.04580152671755725,0.0,1.0,0.0,1.0,1.0,0.5705882352941176,0.32217573221757323
550,1.0,0.9455587392550143,0.32242990654205606,1.0,0.42657342657342656,1.0,0.32061068702290074,1.0,0.0,0.22727272727272727,0.0,1.0,0.1,0.1589958158995816
