,class
917,0
947,1
632,1
569,0
869,1
311,1
622,0
188,0
1,0
340,1
949,0
710,1
480,1
143,0
793,1
312,1
466,0
270,1
599,1
524,1
764,1
186,0
877,1
861,0
23,1
748,1
374,0
6,1
910,1
94,1
553,1
213,0
327,1
507,0
404,1
648,0
992,1
701,0
924,0
928,1
440,1
784,1
882,1
301,0
586,1
759,0
912,1
172,0
403,1
128,1
483,1
642,0
234,1
868,1
538,0
960,1
752,1
598,0
140,1
790,0
101,1
450,1
778,1
262,1
248,1
43,1
225,1
171,1
200,1
582,1
285,1
989,1
932,1
3,1
603,0
762,1
987,1
531,0
358,1
482,1
739,0
494,1
325,1
572,1
436,1
121,1
197,0
809,0
515,1
469,1
625,1
713,1
105,0
124,0
233,1
191,0
822,0
820,1
38,1
472,0
994,1
219,1
92,0
938,0
442,1
958,0
715,1
702,1
929,1
685,1
980,0
699,1
933,1
383,1
925,0
824,1
624,0
60,1
761,0
10,0
95,0
211,1
883,1
246,1
719,1
588,0
154,1
136,1
955,1
309,1
370,1
162,1
304,0
46,1
51,1
491,0
829,1
906,1
418,1
392,1
274,0
854,1
185,1
371,1
555,0
183,1
421,1
589,0
326,1
907,1
745,1
518,1
71,1
700,0
222,1
216,1
56,0
485,0
557,0
343,1
7,1
732,1
378,0
979,0
517,0
467,1
501,1
744,1
192,0
266,1
184,0
564,1
413,1
509,1
385,1
127,0
456,1
584,1
723,1
178,1
985,1
238,1
818,1
437,1
220,1
712,1
109,1
649,0
753,1
644,1
348,1
618,0
544,1
813,0
72,1
293,1
983,0
788,0
804,1
900,0
574,1
941,1
423,1
568,1
204,1
838,1
873,1
511,1
519,1
787,1
899,0
155,0
602,0
18,0
426,1
77,1
940,1
770,1
179,1
74,0
516,1
286,1
321,0
754,0
665,1
380,1
840,0
607,0
956,1
637,1
545,0
90,1
350,1
52,1
180,0
207,1
556,0
260,1
835,0
931,0
677,0
123,1
590,1
654,1
894,1
240,0
964,1
675,1
859,1
864,0
926,1
308,0
698,1
481,1
195,0
181,0
908,1
182,0
375,0
98,1
133,1
475,0
533,1
455,1
235,0
651,0
860,1
196,1
743,1
803,1
97,1
103,1
425,1
596,0
405,0
457,0
139,1
862,0
445,1
839,1
393,1
897,1
476,1
975,1
891,1
514,1
716,1
177,1
287,1
338,1
848,1
537,1
104,1
135,1
526,1
