,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL
8057,0.011494252873563218,0.005714285714285714,0.041666666666666664,0.02040816326530612,0.0,0.006349206349206349,0.005235602094240838,0.2,0.00641025641025641,0.005405405405405406,1.0,0.00646551724137931,0.0,0.0,0.01384083044982699,0.0,0.005208333333333333,0.0,0.08618239242005526,0.00472546714960781,1.0861103343914045e-05,0.002407704654895666,0.004208915247752056,0.125,1.0860140516700878e-05,0.002299866770952268,0.0,0.006289308176100629,0.006349206349206349,0.0067842605156037995,0.075,0.003949100482667837,0.004409769335142469,0.04060913705583756,0.07,0.01652892561983471,0.20885547201336674,0.01564945226917058
298,0.05747126436781609,0.011428571428571429,0.08333333333333333,0.0,0.02564102564102564,0.012698412698412698,0.010471204188481676,0.14,0.01282051282051282,0.005405405405405406,0.0,0.015086206896551725,0.0,0.0,0.03633217993079585,0.0,0.010416666666666666,0.0,0.20280300039478877,0.011345918587637028,0.00014753937417775033,0.012841091492776886,0.01798354696766788,0.055,0.00014754194092396654,0.013003679519251583,0.0,0.012578616352201259,0.012698412698412698,0.016282225237449117,0.05,0.018867924528301886,0.01729986431478969,0.12690355329949238,0.11,0.04132231404958678,0.13053467000835423,0.03286384976525822
485,0.0,0.005714285714285714,0.0,0.0,0.0,0.009523809523809525,0.005235602094240838,1.0,0.00641025641025641,0.0,0.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.010416666666666666,1.0,0.030596131069877613,0.0023987142891410203,9.955128851703858e-07,0.0008025682182985554,0.0011478859766596518,0.25,9.935873238683781e-07,0.00041501958833588915,0.0,0.012578616352201259,0.009523809523809525,0.004070556309362279,1.0,0.0008775778850372971,0.0013568521031207597,0.01015228426395939,0.04,0.0,0.0,0.0
1683,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0034602076124567475,0.0,0.0,0.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0013568521031207597,0.125,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.004132231404958678,0.0,0.003129890453834116
8619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.030596131069877613,0.0023987142891410203,9.955128851703858e-07,0.0008025682182985554,0.0011478859766596518,0.25,9.935873238683781e-07,0.00041501958833588915,1.0,0.0,0.0,0.0,0.5,0.0008775778850372971,0.0013568521031207597,0.01015228426395939,0.04,0.0,0.0,0.0
4859,0.034482758620689655,0.011428571428571429,0.0,0.061224489795918366,0.05982905982905983,0.012698412698412698,0.010471204188481676,0.23,0.01282051282051282,0.0,0.0,0.008620689655172414,0.0,0.0,0.012110726643598616,0.2,0.0,0.0,0.0745756020529017,0.010122574300175106,4.316552856030703e-05,0.0040128410914927765,0.007461258848287737,0.06,4.316328188339838e-05,0.004265523699331018,0.0,0.012578616352201259,0.012698412698412698,0.008141112618724558,0.06,0.006581834137779728,0.008141112618724558,0.04060913705583756,0.09,0.03305785123966942,0.6787802840434419,0.02034428794992175
5916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0,0.5,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.0,0.0,0.0
587,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0034602076124567475,0.0,0.0,0.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0013568521031207597,0.125,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.004132231404958678,0.0,0.003129890453834116
4634,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0034602076124567475,0.0,0.0,0.0,0.031030398736675877,0.0029983928614262757,1.5767101240625745e-06,0.0008025682182985554,0.001339200306102927,0.2,1.5770310431166698e-06,0.0005257985113346371,1.0,0.0,0.0,0.0013568521031207597,0.125,0.0008775778850372971,0.0016960651289009499,0.01015228426395939,0.05,0.004132231404958678,0.0,0.003129890453834116
8487,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.037899723647848396,0.0029983928614262757,1.9255568378537447e-06,0.0008025682182985554,0.0015305146355462024,0.2,1.9236312723730808e-06,0.0006421966550652057,1.0,0.0,0.0,0.0013568521031207597,0.5,0.0013163668275559457,0.0016960651289009499,0.015228426395939087,0.05,0.0,0.0,0.0
8089,0.04597701149425287,0.011428571428571429,0.027777777777777776,0.0,0.008547008547008548,0.012698412698412698,0.010471204188481676,0.17,0.01282051282051282,0.010810810810810811,1.0,0.01293103448275862,0.0,0.0,0.031141868512110725,0.0,0.0,0.0,0.11140939597315436,0.00989469644270671,6.16351488228605e-05,0.006420545746388443,0.010139659460493592,0.06,6.163707410276508e-05,0.006229039972192884,0.0,0.012578616352201259,0.012698412698412698,0.013568521031207599,0.06,0.009653356735410267,0.01051560379918589,0.06091370558375635,0.09,0.03305785123966942,0.05492898913951545,0.028169014084507043
7095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0,0.5,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.0,0.0,0.0
5424,0.0,0.005714285714285714,0.013888888888888888,0.0,0.0,0.006349206349206349,0.005235602094240838,1.0,0.00641025641025641,0.005405405405405406,1.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.030596131069877613,0.0023987142891410203,9.955128851703858e-07,0.0008025682182985554,0.0011478859766596518,0.25,9.935873238683781e-07,0.00041501958833588915,0.0,0.006289308176100629,0.006349206349206349,0.004070556309362279,1.0,0.0008775778850372971,0.0013568521031207597,0.01015228426395939,0.04,0.0,0.0,0.0
679,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.05005921831819976,0.0029983928614262757,2.5433396566651544e-06,0.0008025682182985554,0.001913143294432753,0.2,2.541735014547014e-06,0.0008482347485652924,1.0,0.0,0.0,0.0013568521031207597,0.25,0.0017551557700745941,0.0020352781546811396,0.02030456852791878,0.05,0.0013774104683195593,0.0,0.0
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021042242400315832,0.0017990357168557653,3.8511136757074887e-07,0.0,0.0007652573177731012,0.335,3.8703692266965896e-07,0.00021406555168840188,1.0,0.0,0.0,0.0,0.5,0.00043878894251864854,0.0010176390773405698,0.005076142131979695,0.03,0.0,0.0,0.0
3457,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.031141868512110725,0.8,0.005208333333333333,1.0,0.19451243584682196,0.01851807431216868,0.00037681414315643706,0.020064205457463884,0.027931892098718193,0.03,0.00037681221590659476,0.02035174716289559,1.0,0.0,0.0,0.0013568521031207597,0.015,0.025010969723562967,0.030189959294436908,0.1218274111675127,0.13,0.03994490358126722,0.0,0.028169014084507043
4429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0,0.5,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.0,0.0,0.0
27,0.011494252873563218,0.022857142857142857,0.06944444444444445,0.0,0.0,0.022222222222222223,0.020942408376963352,0.42,0.019230769230769232,0.010810810810810811,0.0,0.021551724137931036,0.09523809523809523,0.0,0.020761245674740483,0.0,0.0,0.0,0.06893012238452428,0.019849360742641944,0.00015337702065784358,0.008025682182985553,0.012052802754926343,0.03,0.00015337637811644946,0.007729104325649361,0.0,0.025157232704402517,0.022222222222222223,0.021709633649932156,0.145,0.01228609039052216,0.011872455902306648,0.05583756345177665,0.13,0.02203856749311295,0.0,0.018779342723004695
9214,0.022988505747126436,0.017142857142857144,0.013888888888888888,0.0,0.0,0.01904761904761905,0.015706806282722512,0.36,0.019230769230769232,0.005405405405405406,0.0,0.014008620689655173,0.09523809523809523,0.0,0.01903114186851211,0.0,0.020833333333333332,1.0,0.048756415317804974,0.019189714313128162,0.00010149192888345551,0.0056179775280898875,0.008609144824947389,0.03,0.00010149032379676474,0.0052887570364015795,0.0,0.018867924528301886,0.01904761904761905,0.013568521031207599,0.145,0.007020623080298377,0.00983717774762551,0.03553299492385787,0.14,0.01790633608815427,0.0,0.017214397496087636
2464,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.04808527437820766,0.0035980714337115307,3.517992342758791e-06,0.0008025682182985554,0.002104457623876028,0.165,3.5179923269525715e-06,0.0009777444073367756,1.0,0.0,0.0,0.0013568521031207597,0.25,0.0017551557700745941,0.0023744911804613297,0.02030456852791878,0.06,0.0013774104683195593,0.0,0.0
7085,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.006920415224913495,0.0,0.005208333333333333,1.0,0.040426371891038294,0.008395500011993571,1.610696202250693e-05,0.0016051364365971107,0.003826286588865506,0.07,1.6105357319447897e-05,0.001918562507007302,1.0,0.0,0.0,0.0013568521031207597,0.085,0.00307152259763054,0.004409769335142469,0.02030456852791878,0.08,0.006887052341597796,0.0,0.006259780907668232
2181,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.003232758620689655,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.03276746940386893,0.007196142867423061,9.594728796885568e-06,0.0016051364365971107,0.0028697149416491295,0.085,9.595049679914978e-06,0.0013333608050791331,1.0,0.0,0.0,0.004070556309362279,0.25,0.0013163668275559457,0.004070556309362279,0.01015228426395939,0.08,0.0013774104683195593,0.0,0.0
1619,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.003232758620689655,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.03276746940386893,0.007196142867423061,9.594728796885568e-06,0.0016051364365971107,0.0028697149416491295,0.085,9.595049679914978e-06,0.0013333608050791331,1.0,0.0,0.0,0.004070556309362279,0.25,0.0013163668275559457,0.004070556309362279,0.01015228426395939,0.08,0.0013774104683195593,0.0,0.0
6774,0.04597701149425287,0.005714285714285714,0.0,0.061224489795918366,0.0,0.006349206349206349,0.005235602094240838,0.13,0.00641025641025641,0.0,0.0,0.005387931034482759,0.0,0.0,0.015570934256055362,0.1,0.010416666666666666,1.0,0.12191077773391235,0.009678812156684018,6.449299609637511e-05,0.006420545746388443,0.010139659460493592,0.06,6.449074932364286e-05,0.006666001279576835,0.0,0.006289308176100629,0.006349206349206349,0.005427408412483039,0.05,0.009653356735410267,0.01051560379918589,0.07614213197969544,0.11,0.027548209366391185,0.4177109440267335,0.023474178403755867
1171,0.0,0.005714285714285714,0.0,0.0,0.0,0.009523809523809525,0.005235602094240838,1.0,0.00641025641025641,0.0,0.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.010416666666666666,1.0,0.030596131069877613,0.0023987142891410203,9.955128851703858e-07,0.0008025682182985554,0.0011478859766596518,0.25,9.935873238683781e-07,0.00041501958833588915,0.0,0.012578616352201259,0.009523809523809525,0.004070556309362279,1.0,0.0008775778850372971,0.0013568521031207597,0.01015228426395939,0.04,0.0,0.0,0.0
2833,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0013568521031207597,0.25,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.0013774104683195593,0.0,0.0
5582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0,0.5,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.0,0.0,0.0
4277,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0021551724137931034,0.0,0.0,0.005190311418685121,0.0,0.005208333333333333,1.0,0.0473746545598105,0.0029983928614262757,2.4069460473171804e-06,0.0008025682182985554,0.001913143294432753,0.2,2.408871593332056e-06,0.000802745818831507,1.0,0.0,0.0,0.0027137042062415195,0.1,0.0013163668275559457,0.0023744911804613297,0.015228426395939087,0.05,0.005509641873278237,0.0,0.004694835680751174
5284,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0034602076124567475,0.0,0.0,0.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0013568521031207597,0.125,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.004132231404958678,0.0,0.003129890453834116
2799,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.025858665613896565,0.0035980714337115307,1.891859593191304e-06,0.0008025682182985554,0.001339200306102927,0.165,1.8947479199350466e-06,0.0005257985113346371,1.0,0.0,0.0,0.0013568521031207597,0.5,0.00043878894251864854,0.0020352781546811396,0.005076142131979695,0.06,0.0,0.0,0.0
5789,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.025858665613896565,0.0035980714337115307,1.891859593191304e-06,0.0008025682182985554,0.001339200306102927,0.165,1.8947479199350466e-06,0.0005257985113346371,1.0,0.0,0.0,0.0013568521031207597,0.25,0.00043878894251864854,0.0020352781546811396,0.005076142131979695,0.06,0.0013774104683195593,0.0,0.0
2233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.030596131069877613,0.0023987142891410203,9.955128851703858e-07,0.0008025682182985554,0.0011478859766596518,0.25,9.935873238683781e-07,0.00041501958833588915,1.0,0.0,0.0,0.0,0.25,0.0008775778850372971,0.0013568521031207597,0.01015228426395939,0.04,0.0013774104683195593,0.0,0.0
2568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021042242400315832,0.0017990357168557653,3.8511136757074887e-07,0.0,0.0007652573177731012,0.335,3.8703692266965896e-07,0.00021406555168840188,1.0,0.0,0.0,0.0,0.5,0.00043878894251864854,0.0010176390773405698,0.005076142131979695,0.03,0.0,0.0,0.0
4669,0.022988505747126436,0.11142857142857143,0.027777777777777776,0.02040816326530612,0.0,0.050793650793650794,0.15706806282722513,0.21,0.05128205128205128,0.13513513513513514,0.0,0.10883620689655173,0.0,0.0,0.2560553633217993,0.3,0.015625,0.0,0.2829846032372681,0.15971839094245482,0.04079462540680694,0.2552166934189406,0.2557872584656591,0.005,0.04079462747000104,0.2554224811107219,0.0,0.050314465408805034,0.050793650793650794,0.09633649932157395,0.09,0.2062308029837648,0.2940976933514247,0.45685279187817257,0.51,0.2396694214876033,0.013888888888888888,0.2347417840375587
1035,0.08045977011494253,0.0,0.05555555555555555,0.05102040816326531,0.05128205128205128,0.0,0.0,0.05,0.0,0.0,1.0,0.008620689655172414,0.0,0.0,0.02422145328719723,0.1,0.0,0.0,0.18231346229767073,0.010194535728849338,0.00010708310408830352,0.01043338683788122,0.015305146355462025,0.06,0.00010708214082876818,0.01050392903941027,1.0,0.0,0.0,0.010854816824966078,0.015,0.01491882404563405,0.015603799185888738,0.10152284263959391,0.1,0.045454545454545456,0.4594820384294068,0.0297339593114241
6171,0.034482758620689655,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0034602076124567475,0.0,0.005208333333333333,1.0,0.030596131069877613,0.0023987142891410203,9.955128851703858e-07,0.0008025682182985554,0.0011478859766596518,0.25,9.935873238683781e-07,0.00041501958833588915,1.0,0.0,0.0,0.0013568521031207597,0.07,0.0008775778850372971,0.0013568521031207597,0.01015228426395939,0.04,0.008264462809917356,0.0,0.003129890453834116
727,0.0,0.005714285714285714,0.027777777777777776,0.0,0.0,0.006349206349206349,0.005235602094240838,0.5,0.00641025641025641,0.005405405405405406,1.0,0.005387931034482759,0.0,0.0,0.006920415224913495,0.0,0.005208333333333333,0.0,0.05396762731938413,0.007196142867423061,1.5798231076171046e-05,0.002407704654895666,0.004017600918308781,0.085,1.5799193783604735e-05,0.0021952422325645614,0.0,0.006289308176100629,0.006349206349206349,0.005427408412483039,0.165,0.0026327336551118913,0.00508819538670285,0.025380710659898477,0.1,0.006887052341597796,0.0,0.006259780907668232
8571,0.05747126436781609,0.011428571428571429,0.06944444444444445,0.0,0.02564102564102564,0.012698412698412698,0.010471204188481676,0.13,0.01282051282051282,0.010810810810810811,1.0,0.015086206896551725,0.0,0.0,0.039792387543252594,0.0,0.0,0.0,0.09830240821160678,0.03298232147568903,0.0006043896082257179,0.01845906902086677,0.024296919839295963,0.02,0.0006043899264363543,0.018324546388406422,0.0,0.012578616352201259,0.012698412698412698,0.016282225237449117,0.045,0.02413339183852567,0.024423337856173677,0.1065989847715736,0.21,0.0440771349862259,0.1205096073517126,0.03599374021909233
7840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021042242400315832,0.0017990357168557653,3.8511136757074887e-07,0.0,0.0007652573177731012,0.335,3.8703692266965896e-07,0.00021406555168840188,1.0,0.0,0.0,0.0,0.5,0.00043878894251864854,0.0010176390773405698,0.005076142131979695,0.03,0.0,0.0,0.0
3181,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0034602076124567475,0.1,0.0,0.0,0.04682195025661271,0.004197750005996786,4.663056809002485e-06,0.0008025682182985554,0.0022957719533193035,0.145,4.661773083498728e-06,0.0011107326313231952,1.0,0.0,0.0,0.0013568521031207597,0.125,0.0017551557700745941,0.0027137042062415195,0.02030456852791878,0.07,0.004132231404958678,0.0,0.003129890453834116
