,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36
4870,0.4603174603174603,0.6605504587155964,0.7142857142857143,0.52,0.3387096774193548,0.5,0.5454545454545454,0.38738738738738737,0.27419354838709675,0.49504950495049505,0.4,0.4051724137931034,0.5396825396825397,0.7363636363636363,0.8051948051948052,0.5094339622641509,0.47619047619047616,0.6990291262135923,0.6233766233766234,0.49019607843137253,0.4032258064516129,0.4752475247524752,0.47435897435897434,0.3879310344827586,0.46875,0.7596153846153846,0.6835443037974683,0.4672897196261682,0.4126984126984127,0.6796116504854369,0.6753246753246753,0.44036697247706424,0.421875,0.5533980582524272,0.5795454545454546,0.4915254237288136
3271,0.3492063492063492,0.3211009174311927,0.09090909090909091,0.11,0.3387096774193548,0.35185185185185186,0.09090909090909091,0.08108108108108109,0.27419354838709675,0.37623762376237624,0.075,0.1810344827586207,0.3492063492063492,0.35454545454545455,0.12987012987012986,0.1509433962264151,0.3492063492063492,0.4174757281553398,0.12987012987012986,0.1568627450980392,0.4032258064516129,0.40594059405940597,0.19230769230769232,0.19827586206896552,0.359375,0.4230769230769231,0.17721518987341772,0.16822429906542055,0.3492063492063492,0.42718446601941745,0.2077922077922078,0.1834862385321101,0.421875,0.42718446601941745,0.3181818181818182,0.2796610169491525
971,0.36507936507936506,0.7247706422018348,0.7792207792207793,0.52,0.41935483870967744,0.7222222222222222,0.7792207792207793,0.4774774774774775,0.41935483870967744,0.8613861386138614,0.775,0.5603448275862069,0.47619047619047616,0.8090909090909091,0.7272727272727273,0.5283018867924528,0.47619047619047616,0.8155339805825242,0.7922077922077922,0.5882352941176471,0.46774193548387094,0.8118811881188119,0.8076923076923077,0.603448275862069,0.40625,0.7403846153846154,0.7215189873417721,0.48598130841121495,0.4603174603174603,0.7961165048543689,0.7792207792207793,0.5321100917431193,0.40625,0.8349514563106796,0.875,0.6271186440677966
34,0.47619047619047616,0.46788990825688076,0.3246753246753247,0.26,0.41935483870967744,0.42592592592592593,0.3246753246753247,0.1891891891891892,0.5483870967741935,0.5346534653465347,0.3875,0.3448275862068966,0.3492063492063492,0.2818181818181818,0.24675324675324675,0.2169811320754717,0.3492063492063492,0.39805825242718446,0.2987012987012987,0.22549019607843138,0.46774193548387094,0.6138613861386139,0.4230769230769231,0.35344827586206895,0.25,0.21153846153846154,0.25316455696202533,0.205607476635514,0.23809523809523808,0.2524271844660194,0.14285714285714285,0.22018348623853212,0.46875,0.5048543689320388,0.38636363636363635,0.3135593220338983
3947,0.4126984126984127,0.7247706422018348,0.7272727272727273,0.52,0.46774193548387094,0.7222222222222222,0.7272727272727273,0.45045045045045046,0.4032258064516129,0.8118811881188119,0.6625,0.5689655172413793,0.3968253968253968,0.7818181818181819,0.7792207792207793,0.49056603773584906,0.3968253968253968,0.8349514563106796,0.7142857142857143,0.5098039215686274,0.45161290322580644,0.7920792079207921,0.7948717948717948,0.5689655172413793,0.359375,0.7788461538461539,0.7468354430379747,0.4672897196261682,0.3492063492063492,0.8252427184466019,0.6753246753246753,0.47706422018348627,0.421875,0.7864077669902912,0.7840909090909091,0.6101694915254238
4817,0.3492063492063492,0.46788990825688076,0.44155844155844154,0.39,0.4032258064516129,0.6481481481481481,0.6103896103896104,0.4144144144144144,0.4032258064516129,0.7326732673267327,0.6125,0.5,0.2857142857142857,0.36363636363636365,0.2857142857142857,0.2830188679245283,0.2857142857142857,0.5048543689320388,0.44155844155844154,0.3627450980392157,0.3387096774193548,0.5742574257425742,0.6153846153846154,0.47413793103448276,0.296875,0.5192307692307693,0.4177215189873418,0.32710280373831774,0.3492063492063492,0.6213592233009708,0.5064935064935064,0.44036697247706424,0.421875,0.7378640776699029,0.7272727272727273,0.5508474576271186
252,0.8253968253968254,0.8073394495412844,0.7922077922077922,0.52,0.7419354838709677,0.7592592592592593,0.7272727272727273,0.4144144144144144,0.7419354838709677,0.8118811881188119,0.6625,0.5,0.7777777777777778,0.8272727272727273,0.7792207792207793,0.49056603773584906,0.7777777777777778,0.7961165048543689,0.7142857142857143,0.4411764705882353,0.7096774193548387,0.7920792079207921,0.6666666666666666,0.5,0.875,0.8653846153846154,0.7468354430379747,0.4672897196261682,0.8095238095238095,0.8252427184466019,0.7402597402597403,0.44036697247706424,0.8125,0.8252427184466019,0.7272727272727273,0.5508474576271186
2863,0.19047619047619047,0.1926605504587156,0.4675324675324675,0.5,0.2903225806451613,0.3425925925925926,0.4155844155844156,0.2972972972972973,0.41935483870967744,0.4752475247524752,0.425,0.3275862068965517,0.42857142857142855,0.509090909090909,0.3246753246753247,0.24528301886792453,0.47619047619047616,0.5436893203883495,0.37662337662337664,0.2549019607843137,0.46774193548387094,0.5346534653465347,0.34615384615384615,0.25,0.484375,0.5384615384615384,0.31645569620253167,0.21495327102803738,0.4126984126984127,0.5048543689320388,0.2987012987012987,0.22935779816513763,0.421875,0.5048543689320388,0.3977272727272727,0.2796610169491525
3704,0.3492063492063492,0.5412844036697247,0.38961038961038963,0.34,0.3387096774193548,0.5370370370370371,0.44155844155844154,0.25225225225225223,0.3387096774193548,0.6138613861386139,0.5,0.3793103448275862,0.47619047619047616,0.6909090909090909,0.6233766233766234,0.39622641509433965,0.4126984126984127,0.6990291262135923,0.5064935064935064,0.38235294117647056,0.532258064516129,0.693069306930693,0.5256410256410257,0.3879310344827586,0.46875,0.8076923076923077,0.7468354430379747,0.4672897196261682,0.4126984126984127,0.7669902912621359,0.6753246753246753,0.44036697247706424,0.359375,0.6310679611650486,0.625,0.4322033898305085
1667,0.5555555555555556,0.6880733944954128,0.7272727272727273,0.44,0.6129032258064516,0.7222222222222222,0.7272727272727273,0.3783783783783784,0.6129032258064516,0.8217821782178217,0.725,0.46551724137931033,0.6031746031746031,0.7272727272727273,0.6103896103896104,0.4056603773584906,0.6031746031746031,0.7766990291262136,0.6623376623376623,0.4215686274509804,0.5967741935483871,0.7326732673267327,0.5641025641025641,0.4224137931034483,0.59375,0.7019230769230769,0.5569620253164557,0.34579439252336447,0.6507936507936508,0.7475728155339806,0.5454545454545454,0.3944954128440367,0.65625,0.7475728155339806,0.6590909090909091,0.4745762711864407
478,0.47619047619047616,0.48623853211009177,0.2597402597402597,0.2,0.46774193548387094,0.48148148148148145,0.2597402597402597,0.16216216216216217,0.532258064516129,0.5148514851485149,0.275,0.25862068965517243,0.4603174603174603,0.4727272727272727,0.2597402597402597,0.16981132075471697,0.4603174603174603,0.5048543689320388,0.2077922077922078,0.20588235294117646,0.4032258064516129,0.45544554455445546,0.28205128205128205,0.2413793103448276,0.4375,0.4423076923076923,0.22784810126582278,0.1588785046728972,0.49206349206349204,0.4854368932038835,0.2077922077922078,0.13761467889908258,0.4375,0.44660194174757284,0.3181818181818182,0.23728813559322035
221,0.746031746031746,0.7614678899082569,0.6363636363636364,0.47,0.6774193548387096,0.7129629629629629,0.6363636363636364,0.36936936936936937,0.7419354838709677,0.7623762376237624,0.6875,0.45689655172413796,0.8095238095238095,0.7727272727272727,0.7792207792207793,0.4528301886792453,0.746031746031746,0.8252427184466019,0.6623376623376623,0.4019607843137255,0.6774193548387096,0.693069306930693,0.6153846153846154,0.4396551724137931,0.75,0.7692307692307693,0.6708860759493671,0.4485981308411215,0.6825396825396826,0.7378640776699029,0.6103896103896104,0.41284403669724773,0.6875,0.7378640776699029,0.6704545454545454,0.4576271186440678
1201,0.5555555555555556,0.7155963302752294,0.6883116883116883,0.5,0.4838709677419355,0.6759259259259259,0.5714285714285714,0.40540540540540543,0.3548387096774194,0.6831683168316832,0.525,0.49137931034482757,0.47619047619047616,0.6909090909090909,0.5974025974025974,0.41509433962264153,0.36507936507936506,0.6990291262135923,0.5974025974025974,0.47058823529411764,0.3548387096774194,0.7326732673267327,0.7435897435897436,0.5344827586206896,0.359375,0.6153846153846154,0.5569620253164557,0.40186915887850466,0.2857142857142857,0.6213592233009708,0.4935064935064935,0.41284403669724773,0.296875,0.5825242718446602,0.6136363636363636,0.4915254237288136
4010,0.47619047619047616,0.5779816513761468,0.36363636363636365,0.28,0.4032258064516129,0.5092592592592593,0.36363636363636365,0.16216216216216217,0.4032258064516129,0.5148514851485149,0.275,0.25862068965517243,0.4126984126984127,0.5181818181818182,0.2987012987012987,0.2358490566037736,0.4603174603174603,0.5922330097087378,0.4025974025974026,0.28431372549019607,0.5161290322580645,0.5841584158415841,0.3717948717948718,0.33620689655172414,0.5,0.5192307692307693,0.3291139240506329,0.22429906542056074,0.6190476190476191,0.6893203883495146,0.5714285714285714,0.3761467889908257,0.75,0.7669902912621359,0.6931818181818182,0.4915254237288136
1660,0.42857142857142855,0.41284403669724773,0.2077922077922078,0.21,0.3548387096774194,0.37037037037037035,0.2077922077922078,0.17117117117117117,0.41935483870967744,0.4752475247524752,0.325,0.2672413793103448,0.47619047619047616,0.4727272727272727,0.2727272727272727,0.2169811320754717,0.47619047619047616,0.5048543689320388,0.22077922077922077,0.18627450980392157,0.41935483870967744,0.45544554455445546,0.24358974358974358,0.28448275862068967,0.484375,0.46153846153846156,0.26582278481012656,0.21495327102803738,0.4126984126984127,0.4368932038834951,0.24675324675324675,0.22935779816513763,0.421875,0.3592233009708738,0.3522727272727273,0.3220338983050847
3663,0.6031746031746031,0.6146788990825688,0.4935064935064935,0.35,0.6774193548387096,0.6851851851851852,0.5454545454545454,0.36936936936936937,0.5967741935483871,0.7722772277227723,0.6125,0.5,0.5873015873015873,0.5818181818181818,0.4935064935064935,0.32075471698113206,0.7142857142857143,0.6213592233009708,0.44155844155844154,0.3627450980392157,0.7096774193548387,0.7029702970297029,0.6153846153846154,0.4051724137931034,0.546875,0.5192307692307693,0.4177215189873418,0.22429906542056074,0.5396825396825397,0.5533980582524272,0.36363636363636365,0.27522935779816515,0.546875,0.5533980582524272,0.45454545454545453,0.3898305084745763
3394,0.36507936507936506,0.43119266055045874,0.22077922077922077,0.19,0.41935483870967744,0.42592592592592593,0.22077922077922077,0.11711711711711711,0.41935483870967744,0.5346534653465347,0.3375,0.3103448275862069,0.4126984126984127,0.4727272727272727,0.19480519480519481,0.16981132075471697,0.4126984126984127,0.46601941747572817,0.19480519480519481,0.17647058823529413,0.4032258064516129,0.49504950495049505,0.2692307692307692,0.2413793103448276,0.40625,0.5,0.25316455696202533,0.17757009345794392,0.3968253968253968,0.5048543689320388,0.33766233766233766,0.1926605504587156,0.40625,0.5048543689320388,0.38636363636363635,0.288135593220339
1435,0.5238095238095238,0.5504587155963303,0.6233766233766234,0.5,0.5806451612903226,0.5092592592592593,0.4025974025974026,0.3063063063063063,0.3387096774193548,0.45544554455445546,0.3625,0.33620689655172414,0.42857142857142855,0.41818181818181815,0.6363636363636364,0.44339622641509435,0.42857142857142855,0.4854368932038835,0.4675324675324675,0.3431372549019608,0.4838709677419355,0.4752475247524752,0.4358974358974359,0.3620689655172414,0.375,0.3269230769230769,0.6075949367088608,0.514018691588785,0.36507936507936506,0.39805825242718446,0.5974025974025974,0.45871559633027525,0.484375,0.5436893203883495,0.5681818181818182,0.4406779661016949
3329,0.6507936507936508,0.6330275229357798,0.5584415584415584,0.39,0.5806451612903226,0.5462962962962963,0.4025974025974026,0.24324324324324326,0.5806451612903226,0.5445544554455446,0.4125,0.3017241379310345,0.6190476190476191,0.6090909090909091,0.5194805194805194,0.3018867924528302,0.5555555555555556,0.5631067961165048,0.36363636363636365,0.23529411764705882,0.6129032258064516,0.6435643564356436,0.48717948717948717,0.3620689655172414,0.5625,0.5769230769230769,0.3924050632911392,0.21495327102803738,0.47619047619047616,0.5825242718446602,0.3246753246753247,0.25688073394495414,0.5625,0.6213592233009708,0.4659090909090909,0.4152542372881356
3234,0.3968253968253968,0.46788990825688076,0.23376623376623376,0.15,0.3870967741935484,0.42592592592592593,0.23376623376623376,0.15315315315315314,0.3870967741935484,0.45544554455445546,0.2,0.21551724137931033,0.4126984126984127,0.4909090909090909,0.3116883116883117,0.18867924528301888,0.4126984126984127,0.4854368932038835,0.22077922077922077,0.19607843137254902,0.4032258064516129,0.43564356435643564,0.19230769230769232,0.22413793103448276,0.421875,0.5,0.31645569620253167,0.19626168224299065,0.4126984126984127,0.5048543689320388,0.2597402597402597,0.21100917431192662,0.421875,0.46601941747572817,0.3181818181818182,0.2796610169491525
1906,0.6984126984126984,0.6330275229357798,0.5584415584415584,0.39,0.6451612903225806,0.6296296296296297,0.5584415584415584,0.3333333333333333,0.8225806451612904,0.7623762376237624,0.675,0.4827586206896552,0.746031746031746,0.6818181818181818,0.6883116883116883,0.4056603773584906,0.6825396825396826,0.8155339805825242,0.5714285714285714,0.4215686274509804,0.6774193548387096,0.7623762376237624,0.6538461538461539,0.45689655172413796,0.75,0.7307692307692307,0.6075949367088608,0.411214953271028,0.746031746031746,0.7766990291262136,0.5974025974025974,0.42201834862385323,0.75,0.7766990291262136,0.7159090909090909,0.4745762711864407
4086,0.19047619047619047,0.5871559633027523,0.5584415584415584,0.43,0.24193548387096775,0.5462962962962963,0.5584415584415584,0.36936936936936937,0.2903225806451613,0.6732673267326733,0.7375,0.5172413793103449,0.19047619047619047,0.5272727272727272,0.4675324675324675,0.36792452830188677,0.19047619047619047,0.5631067961165048,0.5194805194805194,0.38235294117647056,0.24193548387096775,0.6831683168316832,0.5897435897435898,0.49137931034482757,0.09375,0.5,0.34177215189873417,0.3177570093457944,0.14285714285714285,0.5048543689320388,0.44155844155844154,0.3302752293577982,0.25,0.5825242718446602,0.6136363636363636,0.5338983050847458
1249,0.2222222222222222,0.5045871559633027,0.4935064935064935,0.39,0.14516129032258066,0.46296296296296297,0.4935064935064935,0.2972972972972973,0.14516129032258066,0.45544554455445546,0.45,0.3879310344827586,0.23809523809523808,0.509090909090909,0.4935064935064935,0.3490566037735849,0.12698412698412698,0.46601941747572817,0.4935064935064935,0.3333333333333333,0.16129032258064516,0.37623762376237624,0.3076923076923077,0.3793103448275862,0.140625,0.4423076923076923,0.3291139240506329,0.32710280373831774,0.1746031746031746,0.4174757281553398,0.36363636363636365,0.30275229357798167,0.1875,0.4174757281553398,0.45454545454545453,0.3898305084745763
3693,0.3968253968253968,0.46788990825688076,0.23376623376623376,0.22,0.3387096774193548,0.5,0.23376623376623376,0.15315315315315314,0.3870967741935484,0.5346534653465347,0.3,0.27586206896551724,0.47619047619047616,0.5181818181818182,0.3116883116883117,0.22641509433962265,0.4126984126984127,0.5242718446601942,0.3116883116883117,0.19607843137254902,0.4032258064516129,0.5148514851485149,0.3333333333333333,0.25862068965517243,0.59375,0.5865384615384616,0.4177215189873418,0.27102803738317754,0.4603174603174603,0.5048543689320388,0.4025974025974026,0.21100917431192662,0.46875,0.5048543689320388,0.3977272727272727,0.2796610169491525
833,0.3492063492063492,0.7155963302752294,0.7402597402597403,0.5,0.3387096774193548,0.6296296296296297,0.5584415584415584,0.36936936936936937,0.3387096774193548,0.5841584158415841,0.4625,0.4224137931034483,0.42857142857142855,0.8,0.7532467532467533,0.5471698113207547,0.36507936507936506,0.7669902912621359,0.6363636363636364,0.46078431372549017,0.3548387096774194,0.6435643564356436,0.5384615384615384,0.4224137931034483,0.4375,0.8557692307692307,0.8607594936708861,0.5514018691588785,0.42857142857142855,0.8252427184466019,0.8571428571428571,0.4954128440366973,0.375,0.7378640776699029,0.7159090909090909,0.5
2756,0.3492063492063492,0.3853211009174312,0.12987012987012986,0.13,0.4032258064516129,0.4444444444444444,0.12987012987012986,0.12612612612612611,0.46774193548387094,0.4752475247524752,0.15,0.25862068965517243,0.4603174603174603,0.43636363636363634,0.2597402597402597,0.16981132075471697,0.4603174603174603,0.5048543689320388,0.2597402597402597,0.20588235294117646,0.45161290322580644,0.49504950495049505,0.32051282051282054,0.2672413793103448,0.4375,0.4807692307692308,0.17721518987341772,0.1588785046728972,0.42857142857142855,0.4854368932038835,0.2077922077922078,0.1743119266055046,0.5,0.5242718446601942,0.36363636363636365,0.3050847457627119
3450,0.4126984126984127,0.7247706422018348,0.6623376623376623,0.52,0.4032258064516129,0.7592592592592593,0.7272727272727273,0.45045045045045046,0.46774193548387094,0.8613861386138614,0.7875,0.5689655172413793,0.3968253968253968,0.7454545454545455,0.7142857142857143,0.49056603773584906,0.3968253968253968,0.7961165048543689,0.6493506493506493,0.5098039215686274,0.3870967741935484,0.7920792079207921,0.7948717948717948,0.5689655172413793,0.484375,0.7788461538461539,0.7468354430379747,0.5046728971962616,0.4126984126984127,0.8252427184466019,0.6753246753246753,0.5137614678899083,0.421875,0.7864077669902912,0.8409090909090909,0.5847457627118644
3334,0.3492063492063492,0.5504587155963303,0.5064935064935064,0.32,0.45161290322580644,0.6759259259259259,0.6753246753246753,0.43243243243243246,0.5161290322580645,0.8514851485148515,0.7375,0.5775862068965517,0.36507936507936506,0.6090909090909091,0.5714285714285714,0.36792452830188677,0.42857142857142855,0.7669902912621359,0.6883116883116883,0.5294117647058824,0.4838709677419355,0.8514851485148515,0.7692307692307693,0.5517241379310345,0.375,0.6923076923076923,0.5569620253164557,0.411214953271028,0.42857142857142855,0.8252427184466019,0.7272727272727273,0.4954128440366973,0.4375,0.8640776699029126,0.8181818181818182,0.5932203389830508
218,0.6825396825396826,0.7155963302752294,0.6363636363636364,0.43,0.8064516129032258,0.7129629629629629,0.6363636363636364,0.36936936936936937,0.8064516129032258,0.8118811881188119,0.6375,0.45689655172413796,0.746031746031746,0.7272727272727273,0.6623376623376623,0.3867924528301887,0.746031746031746,0.7766990291262136,0.6623376623376623,0.43137254901960786,0.8064516129032258,0.7722772277227723,0.6794871794871795,0.46551724137931033,0.75,0.7692307692307693,0.620253164556962,0.40186915887850466,0.746031746031746,0.7766990291262136,0.6103896103896104,0.41284403669724773,0.75,0.7766990291262136,0.6136363636363636,0.4576271186440678
4005,0.4126984126984127,0.41284403669724773,0.22077922077922077,0.13,0.3387096774193548,0.4074074074074074,0.12987012987012986,0.0990990990990991,0.4032258064516129,0.43564356435643564,0.2375,0.22413793103448276,0.3492063492063492,0.4,0.15584415584415584,0.1320754716981132,0.3492063492063492,0.42718446601941745,0.15584415584415584,0.13725490196078433,0.3387096774193548,0.4158415841584158,0.1794871794871795,0.20689655172413793,0.4375,0.40384615384615385,0.17721518987341772,0.12149532710280374,0.36507936507936506,0.44660194174757284,0.15584415584415584,0.11009174311926606,0.375,0.44660194174757284,0.3181818181818182,0.23728813559322035
796,0.3492063492063492,0.3577981651376147,0.05194805194805195,0.11,0.3387096774193548,0.35185185185185186,0.14285714285714285,0.11711711711711711,0.45161290322580644,0.5346534653465347,0.35,0.3103448275862069,0.4126984126984127,0.35454545454545455,0.12987012987012986,0.1509433962264151,0.3492063492063492,0.3786407766990291,0.07792207792207792,0.12745098039215685,0.27419354838709675,0.40594059405940597,0.19230769230769232,0.22413793103448276,0.421875,0.38461538461538464,0.17721518987341772,0.16822429906542055,0.4126984126984127,0.3883495145631068,0.15584415584415584,0.14678899082568808,0.359375,0.3883495145631068,0.22727272727272727,0.2457627118644068
4794,0.15873015873015872,0.3302752293577982,0.2987012987012987,0.31,0.0967741935483871,0.2962962962962963,0.24675324675324675,0.1891891891891892,0.0967741935483871,0.3465346534653465,0.3125,0.31896551724137934,0.12698412698412698,0.43636363636363634,0.38961038961038963,0.32075471698113206,0.07936507936507936,0.46601941747572817,0.44155844155844154,0.3333333333333333,0.06451612903225806,0.4158415841584158,0.3076923076923077,0.3448275862068966,0.1875,0.4423076923076923,0.379746835443038,0.32710280373831774,0.12698412698412698,0.44660194174757284,0.45454545454545453,0.3761467889908257,0.140625,0.4854368932038835,0.48863636363636365,0.3898305084745763
1806,0.7142857142857143,0.6972477064220184,0.5454545454545454,0.37,0.7096774193548387,0.6203703703703703,0.5454545454545454,0.3153153153153153,0.7096774193548387,0.7425742574257426,0.6,0.4396551724137931,0.8095238095238095,0.6909090909090909,0.6233766233766234,0.39622641509433965,0.7301587301587301,0.6990291262135923,0.5584415584415584,0.38235294117647056,0.7258064516129032,0.7326732673267327,0.5769230769230769,0.4482758620689655,0.765625,0.8076923076923077,0.6329113924050633,0.3644859813084112,0.7619047619047619,0.8155339805825242,0.6753246753246753,0.41284403669724773,0.765625,0.8155339805825242,0.6818181818181818,0.4915254237288136
2256,0.746031746031746,0.7706422018348624,0.7272727272727273,0.44,0.7419354838709677,0.7222222222222222,0.6623376623376623,0.35135135135135137,0.7419354838709677,0.7722772277227723,0.6625,0.46551724137931033,0.8253968253968254,0.7636363636363637,0.7272727272727273,0.4528301886792453,0.746031746031746,0.8155339805825242,0.7272727272727273,0.47058823529411764,0.7419354838709677,0.7722772277227723,0.6794871794871795,0.5,0.78125,0.875,0.7848101265822784,0.48598130841121495,0.7777777777777778,0.8349514563106796,0.7142857142857143,0.4954128440366973,0.78125,0.8349514563106796,0.8181818181818182,0.5677966101694916
3293,0.4126984126984127,0.3853211009174312,0.36363636363636365,0.2,0.4032258064516129,0.4074074074074074,0.2597402597402597,0.16216216216216217,0.4032258064516129,0.4752475247524752,0.275,0.22413793103448276,0.5238095238095238,0.5181818181818182,0.5064935064935064,0.36792452830188677,0.5238095238095238,0.5922330097087378,0.5064935064935064,0.35294117647058826,0.45161290322580644,0.5841584158415841,0.4230769230769231,0.3017241379310345,0.625,0.6826923076923077,0.5822784810126582,0.3644859813084112,0.5555555555555556,0.6893203883495146,0.5194805194805194,0.3394495412844037,0.5625,0.6019417475728155,0.5,0.3644067796610169
