,Class
129,2
2488,1
1571,1
2006,1
548,1
2292,1
698,1
472,1
867,1
2313,1
1920,2
132,1
896,1
1639,1
1082,1
1483,1
474,1
353,1
737,1
903,2
214,1
921,1
2307,1
665,1
247,1
1652,1
1821,1
1516,1
1008,1
973,1
2088,1
553,1
1178,1
183,1
1715,1
342,1
1148,2
1629,1
426,1
2477,1
2008,1
2446,1
2289,1
2076,1
894,1
657,1
2145,1
174,1
1985,1
2330,1
1300,2
2371,1
624,1
1533,1
636,1
925,2
2514,1
1285,1
2387,1
931,1
2378,1
1983,1
609,1
654,1
2205,1
53,1
575,1
1380,1
1221,1
2351,1
407,1
1959,1
326,1
1789,1
1169,1
2320,1
147,1
2196,1
688,1
1730,1
1477,1
1108,1
333,1
2181,1
839,1
696,1
712,1
2012,1
2110,1
2248,1
1466,1
1047,1
1200,1
1451,1
1728,2
505,1
2291,1
537,1
480,1
1790,1
288,1
1185,1
773,1
397,1
1573,1
1101,1
1675,1
585,2
1572,1
2046,1
1204,1
1701,1
1094,1
1325,1
536,1
1579,1
282,1
387,1
444,1
750,1
1870,1
840,1
2253,1
2392,1
1292,1
1173,2
1566,1
1552,1
2524,1
1446,1
355,1
1568,1
1793,1
2230,1
2401,1
2100,1
1433,1
1117,1
1232,1
1109,1
1662,1
1482,1
1032,1
314,1
482,1
632,2
661,1
331,1
905,2
2426,1
2186,1
647,1
1697,2
2363,1
1435,1
2219,1
865,1
1559,1
745,1
969,1
706,1
1586,1
627,2
2283,1
919,2
1174,1
1223,1
968,1
210,1
625,1
880,1
218,1
2005,1
944,1
1507,1
1765,1
329,1
154,1
385,1
269,1
899,1
2409,1
374,1
1823,1
306,1
1776,1
555,1
412,1
2405,1
2287,1
150,1
1929,1
664,2
350,1
1945,1
1596,1
343,1
1736,1
2164,1
1865,1
777,1
250,1
1698,1
224,1
927,1
200,1
2116,1
2381,1
291,1
2454,1
595,2
148,2
1412,1
193,1
251,1
513,1
2232,1
2282,1
923,2
1287,1
2322,1
179,1
2484,1
1704,1
1884,1
2436,1
189,1
386,1
754,1
2315,1
400,1
1064,1
25,1
557,2
2362,1
324,1
882,1
502,1
2224,1
94,2
1114,1
2350,1
507,1
389,1
352,1
381,1
1976,1
158,1
422,1
1426,1
783,1
699,1
442,1
1196,1
1019,1
297,1
1767,1
1772,1
1783,1
318,1
377,1
948,2
1313,1
1225,2
1938,1
478,2
1342,1
1842,1
2226,1
79,1
87,1
471,1
1304,1
391,1
1258,1
1089,1
2316,1
1270,1
1757,1
278,1
1348,1
2481,1
1960,1
108,1
2138,1
1389,1
572,1
242,1
2501,1
2000,1
646,1
879,1
630,1
2218,1
702,1
109,2
165,1
1949,1
1085,1
2390,1
794,1
1581,1
2286,1
728,1
2297,1
351,1
1658,1
1719,1
1366,1
232,2
827,1
1931,1
1100,1
1328,1
1042,1
2526,1
798,1
1734,1
2327,1
1788,1
1280,1
1666,1
2470,1
2007,1
1826,1
46,1
651,1
2094,1
2084,1
2264,1
1075,1
1764,1
1386,1
2506,1
243,1
1935,1
809,1
1680,1
856,1
716,1
359,1
2256,1
1930,1
1807,1
2442,1
2333,1
1674,1
960,2
1714,1
65,1
1500,1
354,1
529,2
1975,1
219,1
408,1
295,1
1143,1
825,1
1829,1
1882,1
1609,1
467,1
327,1
1524,1
1963,2
332,1
2356,1
1096,1
982,1
533,1
1531,1
1123,1
1444,1
272,1
417,1
913,2
1913,1
2002,1
626,1
202,1
1074,1
1184,1
2239,1
1564,1
1432,1
2238,1
367,1
1824,1
1076,1
1132,1
748,1
131,2
1251,2
652,1
612,1
1428,1
2130,1
1668,1
2209,1
1683,1
2185,1
891,1
830,1
756,1
2115,1
2019,1
2106,1
1442,1
904,1
1297,1
2049,1
1274,1
273,1
2206,1
2174,1
2522,1
130,2
1939,1
56,1
741,1
1315,1
885,1
1907,1
672,1
122,2
1037,1
1716,1
1946,1
1053,1
621,1
2178,1
2010,1
1116,1
2296,1
2275,1
228,1
128,1
2074,1
142,1
1956,1
584,2
1243,1
1973,1
2147,1
980,1
2039,1
1478,1
2142,1
1794,1
528,1
1051,1
460,1
264,1
2216,1
85,1
2388,1
2427,1
876,1
2061,1
947,2
2402,1
776,1
586,1
697,1
1462,1
582,2
2345,1
289,1
930,2
509,1
1091,1
799,1
535,1
517,1
1751,1
440,1
2033,1
901,1
89,1
1535,1
2263,1
32,1
1440,1
2419,1
137,2
124,1
1810,1
363,1
1893,1
1540,1
1676,1
796,1
2428,2
1081,1
897,1
569,2
144,1
420,1
539,1
552,1
1343,1
203,1
1390,1
2241,1
2389,1
2439,1
951,1
1337,1
307,1
1513,1
2148,1
237,1
2513,1
2440,2
1820,1
1139,1
494,1
2260,1
2334,1
2140,1
2510,1
1394,1
1672,1
1642,1
1841,1
1284,1
136,2
2157,1
641,1
468,1
360,1
1941,1
1154,1
563,1
2229,1
1354,1
600,1
1632,1
1098,1
567,1
1175,1
2463,1
2276,1
111,1
831,1
1112,1
2375,1
834,2
1506,1
164,1
433,1
1903,1
2359,1
488,1
116,1
1356,1
2227,1
911,1
2490,1
2318,1
1118,1
2453,1
2482,1
1989,1
2376,1
358,1
2124,1
1702,1
1453,1
2153,1
1438,1
230,1
587,1
1044,1
2252,1
945,1
849,1
2194,1
874,1
1740,1
837,1
325,1
1253,1
1710,1
1875,1
75,1
510,1
1092,1
2479,1
1298,1
996,1
1932,1
1104,1
337,1
98,1
916,1
1883,1
392,1
1782,1
1660,1
1591,1
1125,1
1685,1
2070,2
1242,1
797,1
2173,1
1374,1
285,1
1731,1
438,1
2097,1
1379,1
1369,1
1553,1
2274,1
934,1
2027,1
1241,1
1447,1
1871,1
277,2
1142,1
1220,1
764,1
1330,1
1034,1
759,1
2159,1
1512,1
2499,1
1750,1
497,1
871,1
432,1
1405,1
1737,1
1153,1
249,1
1086,1
1181,1
826,1
725,1
2358,1
2321,1
843,1
620,1
181,1
1961,1
1708,1
1527,1
1332,1
639,2
1868,1
1015,1
1885,1
2353,1
2166,1
40,1
7,1
1491,1
2201,1
338,1
2441,2
1517,1
2262,1
1040,1
399,1
463,1
1511,1
1977,1
29,1
1494,1
1450,1
69,1
1849,1
401,1
2487,1
786,1
1230,1
2348,1
171,1
1289,1
848,1
1809,1
1495,1
730,1
1103,1
2170,1
1530,1
248,1
2210,1
2060,1
2486,1
1889,1
22,1
1940,1
870,2
1709,1
822,1
912,2
415,1
1414,1
988,1
719,1
1360,1
455,1
349,1
1696,2
1634,1
48,1
1087,1
2508,1
2017,1
419,1
1383,1
2314,1
143,1
496,1
581,1
26,1
334,1
1457,1
2078,1
1624,1
10,1
2176,1
835,1
2261,1
298,1
1338,1
1906,1
366,1
1147,1
534,1
530,1
2450,1
1448,1
520,1
1275,1
2242,1
320,1
682,1
2531,1
2377,1
1170,1
1465,1
1411,1
348,1
1454,1
1073,1
461,2
2197,1
2386,1
1393,1
1406,1
556,1
962,2
2502,1
176,1
2413,2
1160,1
1887,1
63,1
779,1
1041,1
1417,1
1508,1
946,2
1700,1
2306,1
1650,1
1036,1
370,1
287,1
2410,1
16,1
2400,1
36,1
823,1
1339,1
1926,1
2208,1
1302,1
2433,1
2360,1
1991,1
547,1
1717,1
2424,1
2492,1
551,1
2191,1
644,1
1955,1
1618,1
704,1
1637,1
456,1
2429,2
817,1
733,1
1643,1
21,1
2251,1
2336,1
1299,2
1895,1
1431,1
99,1
1798,1
1311,1
1069,1
286,1
2126,1
2525,1
1505,1
1017,1
1060,1
1792,1
1195,1
2302,1
857,1
1707,1
693,1
1318,2
2367,1
268,2
914,1
2117,1
1987,1
2082,1
1711,2
2474,1
1818,1
788,1
603,1
1459,1
942,1
1071,1
257,1
640,2
886,1
78,1
113,1
729,1
1375,1
2221,1
1993,1
2385,1
1743,1
1197,1
1418,1
1860,1
893,1
1072,1
2319,1
1001,1
1665,1
1057,1
1501,1
861,1
877,1
1604,1
2162,1
1803,1
2411,1
997,1
1436,1
1542,1
2139,1
854,1
424,1
1995,1
821,1
1972,1
2161,1
43,1
1640,1
1925,1
120,2
1361,1
2029,1
1188,1
1953,2
2415,1
1010,2
637,1
2265,1
924,2
97,1
782,1
666,1
1252,2
2434,1
1598,1
1801,1
1904,1
1,1
1997,1
38,1
1735,1
1400,1
1025,1
2349,1
204,1
2338,1
191,1
2507,1
1130,1
252,1
1799,1
303,1
2270,1
490,1
2272,1
1467,1
1948,1
1543,1
972,1
1352,1
1434,1
256,1
819,1
549,1
1293,1
1429,1
2312,1
1569,1
8,1
2523,1
47,1
1784,1
1288,1
751,1
1671,1
1548,2
1262,1
1134,1
761,1
2154,1
2279,1
477,2
1164,1
2478,1
229,1
1992,1
718,1
668,1
1497,1
1445,1
1881,1
1567,1
720,1
2114,1
1651,1
2003,1
1747,1
161,1
1635,1
990,2
847,1
937,1
2047,1
2438,1
1345,1
2004,1
811,1
683,1
806,1
453,1
525,1
935,1
1705,1
519,1
2083,1
160,1
578,1
889,1
687,1
645,1
1831,1
2344,1
998,1
2328,1
1726,1
1684,1
86,1
2141,1
1131,1
1836,1
956,1
2456,1
1461,1
1238,1
1521,1
601,1
2247,1
1263,1
152,1
2052,1
1646,1
906,2
1532,1
1562,1
300,1
713,1
1912,1
4,1
42,1
255,1
1862,1
642,1
1029,1
2480,1
1422,1
1781,1
2120,1
316,1
2129,1
406,1
1233,1
1503,1
2038,2
864,1
1965,1
1515,1
459,1
2457,1
690,1
379,1
941,2
118,1
562,1
292,1
2497,1
722,1
1896,1
1967,1
1611,1
868,2
1918,1
1669,1
1415,1
2425,1
267,2
173,1
1558,1
1043,1
1648,1
791,1
491,1
878,1
447,1
454,1
1597,1
1902,1
955,2
2519,1
1712,1
943,1
1796,1
710,1
670,1
35,1
1035,1
1239,1
1547,1
1022,1
902,1
475,1
954,2
1177,1
1307,1
2073,1
1575,1
1054,1
1018,1
487,2
2066,1
1190,1
1670,1
1452,1
1950,1
2108,1
1874,1
2332,1
1703,1
1954,2
138,2
907,1
1744,1
936,1
365,1
1943,1
1102,1
302,1
418,1
1510,1
1172,1
1584,1
2063,1
890,1
928,1
1890,1
52,1
1592,1
1268,1
961,2
1320,1
1235,1
1679,1
335,1
979,1
1079,1
1052,1
1825,1
13,1
900,1
1773,1
1078,1
2053,1
957,1
1922,1
372,1
431,1
2056,1
2300,1
1489,1
266,1
1113,1
1371,1
1205,1
1867,1
2107,1
2331,1
2430,1
2517,1
568,1
881,1
753,1
769,1
684,1
1248,2
1240,1
2025,1
1525,1
765,1
364,1
746,1
2412,1
1420,1
2024,1
70,1
2447,1
476,1
1168,1
346,1
631,1
403,1
1106,1
12,1
1077,1
829,1
1150,1
852,2
1138,1
2042,1
1720,1
114,2
1682,1
93,1
159,1
1554,1
1761,1
2121,1
538,1
1827,1
2466,1
981,1
1005,1
1653,1
2309,1
1911,1
213,1
1370,1
1595,1
963,1
106,1
2137,1
723,1
1264,1
279,1
589,1
2530,1
1135,1
1958,1
2516,1
2435,1
583,1
2496,1
207,2
395,1
1399,1
1802,1
2258,1
405,1
344,1
1493,1
2414,1
1050,1
197,1
1848,1
1655,1
1247,1
227,1
1020,1
270,1
689,1
30,1
2069,1
2023,2
2028,1
820,1
2249,1
2259,1
413,1
305,1
1003,1
814,1
742,1
376,1
2468,1
2011,1
483,1
1749,1
1024,1
1084,1
1149,1
1763,1
1706,1
1340,2
479,1
81,1
1663,1
1869,1
76,1
1120,1
208,2
767,1
694,1
117,1
1464,1
810,1
2122,1
958,2
1713,1
1661,1
2305,1
2395,1
67,1
522,1
1613,2
2417,1
594,2
1556,1
2036,1
686,1
396,1
1317,1
156,1
715,1
544,1
2041,1
743,1
1486,1
481,1
2368,1
855,1
1107,1
1804,1
59,1
1555,1
1537,1
2223,1
1424,1
858,1
175,1
2288,1
1403,1
2418,1
892,1
394,1
554,1
1499,1
2182,1
744,1
915,1
731,1
2167,1
691,1
1227,1
755,1
1140,1
356,1
1899,1
54,1
770,1
1846,1
2365,2
245,1
669,1
72,1
2521,1
1656,1
1600,1
1544,1
1924,1
1046,1
1612,1
812,1
845,1
402,1
188,1
2354,1
2203,1
1455,1
1974,1
815,1
1026,1
1923,1
959,2
1063,1
170,1
758,1
608,1
134,1
1723,1
2204,1
1166,1
1951,2
1677,1
700,1
1305,1
597,1
2244,1
1266,1
92,1
2448,1
95,1
1909,1
763,1
1273,1
1443,1
1387,1
2144,1
869,2
2134,1
1654,1
1391,1
2080,2
2370,1
580,2
1843,1
1183,1
1916,1
532,1
1990,1
2136,1
1534,1
226,1
60,1
2235,1
516,1
1962,1
421,1
80,1
542,1
1892,1
275,1
2071,1
107,1
1336,1
724,1
1441,1
27,1
2236,1
1013,1
168,1
274,1
1099,1
501,1
1458,1
617,1
1878,1
1808,1
187,1
2437,1
910,1
1228,1
705,1
6,1
660,1
2067,1
1392,1
2104,1
1192,1
299,1
768,1
1056,1
1334,1
2324,1
828,1
1382,1
1350,1
276,1
1721,1
818,1
441,1
1739,1
2168,1
384,1
2192,1
253,1
1038,1
2075,1
648,1
2335,1
1908,1
859,2
1398,1
1766,1
135,1
953,1
1741,1
1522,1
198,1
1617,1
1840,1
576,1
2408,1
2518,1
1372,1
457,1
2198,1
330,1
2266,1
628,1
2505,1
800,1
1689,1
1295,1
1481,1
2183,1
1879,2
673,1
736,1
805,1
1577,1
1546,1
2404,1
57,1
2207,1
1855,1
2397,2
841,1
1065,1
465,1
339,1
1385,1
439,1
832,1
149,1
853,1
545,1
194,1
655,1
1396,1
1146,1
2152,1
1157,1
1122,1
1351,1
863,1
1296,1
2465,1
362,1
573,1
425,1
2040,1
49,1
382,1
311,1
527,1
469,1
2064,1
2285,1
1409,1
884,1
1180,1
88,1
2228,1
2398,1
619,2
1795,1
2200,1
1121,1
558,1
139,2
599,1
613,1
2527,1
1376,1
64,1
